ticker,tags,daily_df,intraday_df,daily_len,intr_len,daily_peaks,daily_troughs,intr_peaks,intr_troughs,intr_top,intr_bottom,earnings_date,trade_details,sector,last_close,last_date
GOOGL,"['HALFYEARLY_UP', 'INTRADAY_TOP', 'QUARTERLY_UP', 'YEARLY_UP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  173.600006  ...  172.630005  172.630005
1   2024-07-25 13:30:00+00:00  172.520004  ...  177.521053  162.388951
2   2024-07-26 13:30:00+00:00  167.149994  ...  175.315494  162.624508
3   2024-07-29 13:30:00+00:00  168.830002  ...  174.321250  163.898752
4   2024-07-30 13:30:00+00:00  170.240005  ...  173.980839  164.711159
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  312.500000  ...  324.557138  300.175861
361 2025-12-31 14:30:00+00:00  312.850006  ...  324.313873  300.138126
362 2026-01-02 14:30:00+00:00  316.899994  ...  323.670952  300.333046
363 2026-01-05 14:30:00+00:00  317.660004  ...  323.517055  300.378944
364 2026-01-06 18:46:56+00:00  317.605011  ...  322.354073  300.819926

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  313.500000  ...  313.679993  313.679993
1   2025-12-24 14:35:00+00:00  313.709991  ...  315.051313  310.808672
2   2025-12-24 14:40:00+00:00  312.200592  ...  314.373367  311.133286
3   2025-12-24 14:45:00+00:00  312.750000  ...  314.127281  311.461464
4   2025-12-24 14:50:00+00:00  312.940002  ...  314.226312  311.628681
..                        ...         ...  ...         ...         ...
558 2026-01-06 18:30:00+00:00  313.420013  ...  314.220578  312.320636
559 2026-01-06 18:35:00+00:00  313.190002  ...  314.122787  312.559428
560 2026-01-06 18:40:00+00:00  313.545013  ...  313.970638  312.879585
561 2026-01-06 18:45:00+00:00  313.799988  ...  313.967020  312.989132
562 2026-01-06 18:46:56+00:00  314.049988  ...  314.059834  312.968318

[563 rows x 14 columns]",365,563,[337],[330],"[0, 43, 69, 70, 199, 271, 332, 358, 415, 442, 479, 511, 562]","[1, 51, 128, 147, 278, 352, 383, 430, 467, 468, 497, 535]",321.8999938964844,310.7650146484375,,{},,314.04998779296875,2026-01-06
IEFA,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  74.080002  ...  73.379997  73.379997
1   2024-07-25 13:30:00+00:00  72.790001  ...  73.800535  72.499461
2   2024-07-26 13:30:00+00:00  73.519997  ...  74.353608  72.433054
3   2024-07-29 13:30:00+00:00  73.680000  ...  74.227662  72.632335
4   2024-07-30 13:30:00+00:00  73.809998  ...  74.236364  72.747633
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  90.010002  ...  90.773293  87.862708
361 2025-12-31 14:30:00+00:00  89.760002  ...  90.779658  87.938343
362 2026-01-02 14:30:00+00:00  90.349998  ...  90.902920  87.944081
363 2026-01-05 14:30:00+00:00  90.519997  ...  91.255205  87.804795
364 2026-01-06 18:46:12+00:00  90.519997  ...  91.581546  87.700454

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  89.809998  ...  89.785004  89.785004
1   2025-12-24 14:35:00+00:00  89.779999  ...  89.821573  89.708433
2   2025-12-24 14:40:00+00:00  89.745003  ...  89.822664  89.724008
3   2025-12-24 14:45:00+00:00  89.790001  ...  89.819866  89.734139
4   2025-12-24 14:50:00+00:00  89.790001  ...  89.818501  89.740703
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  91.540100  ...  91.635909  91.439202
558 2026-01-06 18:35:00+00:00  91.529999  ...  91.625476  91.459726
559 2026-01-06 18:40:00+00:00  91.522499  ...  91.608325  91.487267
560 2026-01-06 18:45:00+00:00  91.521896  ...  91.607453  91.489639
561 2026-01-06 18:46:12+00:00  91.540001  ...  91.607075  91.492017

[562 rows x 14 columns]",365,562,"[5, 222, 249, 328]","[8, 105, 177, 227, 256, 334]","[356, 357]","[284, 352, 428]",90.3499984741211,89.41000366210938,,"{'BREAKOUT_UP': {'sl': np.float64(90.68428366524833), 'tp': np.float64(93.25143541608537), 'entry': 91.54000091552734, 'desc': 'Breakout above 20-day high ($91.42). Entry: $91.54.'}}",,91.54000091552734,2026-01-06
IEMG,"['BREAKOUT_UP', 'HALFYEARLY_UP', 'NINE_DAY_HIGH', 'RECENT_WEEKLY_TOP', 'RSI_OVERBOUGHT', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  53.380001  ...  52.910000  52.910000
1   2024-07-25 13:30:00+00:00  52.669998  ...  53.111128  52.488871
2   2024-07-26 13:30:00+00:00  53.139999  ...  53.486411  52.400254
3   2024-07-29 13:30:00+00:00  53.189999  ...  53.416811  52.513187
4   2024-07-30 13:30:00+00:00  53.119999  ...  53.346574  52.537425
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  67.480003  ...  68.500328  65.103672
361 2025-12-31 14:30:00+00:00  67.440002  ...  68.516531  65.105469
362 2026-01-02 14:30:00+00:00  68.620003  ...  68.871206  64.940794
363 2026-01-05 14:30:00+00:00  69.389999  ...  69.367097  64.707903
364 2026-01-06 18:46:48+00:00  69.389999  ...  69.894190  64.455810

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  66.940002  ...  66.945000  66.945000
1   2025-12-24 14:35:00+00:00  66.949997  ...  66.986138  66.858864
2   2025-12-24 14:40:00+00:00  66.894997  ...  66.977663  66.879007
3   2025-12-24 14:45:00+00:00  66.940002  ...  66.968003  66.879500
4   2025-12-24 14:50:00+00:00  66.910004  ...  66.962998  66.886044
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  70.160004  ...  70.264204  70.122287
558 2026-01-06 18:35:00+00:00  70.149902  ...  70.261657  70.127874
559 2026-01-06 18:40:00+00:00  70.169998  ...  70.257197  70.135935
560 2026-01-06 18:45:00+00:00  70.160400  ...  70.257668  70.133963
561 2026-01-06 18:46:48+00:00  70.180000  ...  70.257668  70.133963

[562 rows x 14 columns]",365,562,"[75, 96]","[81, 103, 177, 305]","[360, 514]",[352],70.36589813232422,67.2300033569336,,"{'BREAKOUT_UP': {'sl': np.float64(68.96071079799107), 'tp': np.float64(72.6185793195452), 'entry': 70.18000030517578, 'desc': 'Breakout above 20-day high ($69.70). Entry: $70.18.'}}",,70.18000030517578,2026-01-06
INDA,['YTD_DOWN'],"                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  55.790001  ...  55.459999  55.459999
1   2024-07-25 13:30:00+00:00  55.630001  ...  56.053408  55.176592
2   2024-07-26 13:30:00+00:00  56.880001  ...  57.442196  54.591137
3   2024-07-29 13:30:00+00:00  56.930000  ...  57.648205  54.796795
4   2024-07-30 13:30:00+00:00  56.950001  ...  57.710001  54.989999
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  53.580002  ...  54.462588  52.688412
361 2025-12-31 14:30:00+00:00  53.919998  ...  54.486497  52.681503
362 2026-01-02 14:30:00+00:00  54.580002  ...  54.638871  52.644129
363 2026-01-05 14:30:00+00:00  54.180000  ...  54.705966  52.630034
364 2026-01-06 18:46:24+00:00  54.180000  ...  54.724067  52.626434

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  54.099998  ...  54.125000  54.125000
1   2025-12-24 14:35:00+00:00  54.119999  ...  54.152425  54.067576
2   2025-12-24 14:40:00+00:00  54.090000  ...  54.138804  54.074598
3   2025-12-24 14:45:00+00:00  54.109501  ...  54.132542  54.080009
4   2025-12-24 14:50:00+00:00  54.105999  ...  54.128703  54.079899
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  54.125000  ...  54.149852  54.090848
558 2026-01-06 18:35:00+00:00  54.110001  ...  54.149149  54.092951
559 2026-01-06 18:40:00+00:00  54.115002  ...  54.147549  54.096551
560 2026-01-06 18:45:00+00:00  54.110001  ...  54.147481  54.096119
561 2026-01-06 18:46:24+00:00  54.115002  ...  54.147481  54.096119

[562 rows x 14 columns]",365,562,"[5, 45, 133, 166, 195, 205, 221, 232, 269, 288, 313]","[0, 8, 31, 52, 81, 151, 176, 198, 216, 226, 261, 276, 297, 351]","[118, 275, 360, 430]","[262, 268, 434, 528]",54.56999969482422,53.630001068115234,,{},,54.1150016784668,2026-01-06
IWM,"['NINE_DAY_HIGH', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  221.070007  ...  217.850006  217.850006
1   2024-07-25 13:30:00+00:00  218.449997  ...  223.056669  215.363344
2   2024-07-26 13:30:00+00:00  223.899994  ...  227.272589  214.487421
3   2024-07-29 13:30:00+00:00  224.710007  ...  226.380783  215.804222
4   2024-07-30 13:30:00+00:00  222.720001  ...  226.154642  216.621365
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  249.970001  ...  256.698184  245.539817
361 2025-12-31 14:30:00+00:00  248.179993  ...  256.539115  245.797886
362 2026-01-02 14:30:00+00:00  247.630005  ...  256.560945  245.691055
363 2026-01-05 14:30:00+00:00  249.789993  ...  256.646000  245.696999
364 2026-01-06 18:46:19+00:00  249.789993  ...  256.981834  245.707164

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  251.970001  ...  251.500000  251.500000
1   2025-12-24 14:35:00+00:00  251.490005  ...  251.664552  251.155456
2   2025-12-24 14:40:00+00:00  251.309998  ...  251.955224  251.091448
3   2025-12-24 14:45:00+00:00  251.750000  ...  252.173362  251.081643
4   2025-12-24 14:50:00+00:00  251.940002  ...  252.287535  251.120467
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:30:00+00:00  254.240005  ...  254.329446  252.724543
558 2026-01-06 18:35:00+00:00  254.289993  ...  254.391463  252.791026
559 2026-01-06 18:40:00+00:00  254.199997  ...  254.449044  252.852424
560 2026-01-06 18:45:00+00:00  254.199997  ...  254.512567  252.877901
561 2026-01-06 18:46:21+00:00  254.220001  ...  254.551317  252.950151

[562 rows x 14 columns]",365,562,"[2, 40, 77, 87, 123, 166, 204, 249, 308, 348]","[10, 31, 70, 81, 104, 117, 159, 177, 256, 305, 334, 352]","[35, 115, 359, 520]","[47, 135, 284, 363, 404, 428, 509]",253.57000732421875,246.0500030517578,,{},,254.22999572753906,2026-01-06
LABD,"['HALFYEARLY_DOWN', 'QUARTERLY_DOWN', 'YEARLY_DOWN', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  59.400002  ...  59.500000  59.500000
1   2024-07-25 13:30:00+00:00  58.400002  ...  62.516904  53.183097
2   2024-07-26 13:30:00+00:00  54.650002  ...  61.512999  52.353667
3   2024-07-29 13:30:00+00:00  55.200001  ...  60.856975  53.293024
4   2024-07-30 13:30:00+00:00  57.000000  ...  61.558441  53.601558
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  20.430000  ...  23.409071  18.768928
361 2025-12-31 14:30:00+00:00  21.280001  ...  22.907963  19.001037
362 2026-01-02 14:30:00+00:00  20.790001  ...  22.857536  19.006464
363 2026-01-05 14:30:00+00:00  21.420000  ...  22.971812  18.997188
364 2026-01-06 18:46:46+00:00  21.420000  ...  23.013417  19.012083

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  19.459999  ...  19.420000  19.420000
1   2025-12-24 14:35:00+00:00  19.420000  ...  19.496567  19.383432
2   2025-12-24 14:40:00+00:00  19.410000  ...  19.688712  18.991287
3   2025-12-24 14:45:00+00:00  19.150000  ...  19.624317  18.980682
4   2025-12-24 14:50:00+00:00  19.190001  ...  19.586559  18.949440
..                        ...        ...  ...        ...        ...
557 2026-01-06 18:30:00+00:00  21.434999  ...  21.753966  21.450534
558 2026-01-06 18:35:00+00:00  21.420000  ...  21.748550  21.437450
559 2026-01-06 18:40:00+00:00  21.450001  ...  21.745898  21.425102
560 2026-01-06 18:45:00+00:00  21.495001  ...  21.746428  21.415572
561 2026-01-06 18:46:46+00:00  21.504999  ...  21.734104  21.410396

[562 rows x 14 columns]",365,562,"[10, 81, 104, 119, 151, 177, 199, 211]","[2, 76, 89, 115, 144, 166, 194, 206, 220, 240]","[49, 132, 355, 443]","[30, 31, 118, 196, 359, 423, 519]",22.940000534057617,18.969999313354492,,{},,21.5049991607666,2026-01-06
LABU,"['HALFYEARLY_UP', 'MONTHLY_DOWN', 'QUARTERLY_UP', 'RECENT_WEEKLY_BOTTOM', 'YEARLY_UP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  135.300003  ...  135.949997  135.949997
1   2024-07-25 13:30:00+00:00  138.750000  ...  151.072302  128.727701
2   2024-07-26 13:30:00+00:00  148.699997  ...  152.694625  131.278713
3   2024-07-29 13:30:00+00:00  146.240005  ...  150.479526  132.725476
4   2024-07-30 13:30:00+00:00  141.020004  ...  150.046100  130.437902
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  164.750000  ...  178.589204  148.990792
361 2025-12-31 14:30:00+00:00  157.460007  ...  177.370771  151.347225
362 2026-01-02 14:30:00+00:00  161.020004  ...  177.474591  150.945405
363 2026-01-05 14:30:00+00:00  156.990005  ...  177.806714  149.212283
364 2026-01-06 18:45:26+00:00  156.990005  ...  177.604471  148.337527

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  173.500000  ...  173.565994  173.565994
1   2025-12-24 14:35:00+00:00  173.529999  ...  174.010295  172.635701
2   2025-12-24 14:40:00+00:00  173.039993  ...  177.300224  171.110440
3   2025-12-24 14:45:00+00:00  176.000000  ...  177.164885  171.739213
4   2025-12-24 14:50:00+00:00  175.360001  ...  177.521617  172.021663
..                        ...         ...  ...         ...         ...
555 2026-01-06 18:25:00+00:00  156.270004  ...  155.918368  153.872665
556 2026-01-06 18:30:00+00:00  156.249893  ...  156.078547  153.915596
557 2026-01-06 18:35:00+00:00  156.429993  ...  156.230508  153.968604
558 2026-01-06 18:40:00+00:00  155.800003  ...  156.319605  153.992508
559 2026-01-06 18:45:26+00:00  155.710007  ...  156.375618  153.997494

[560 rows x 14 columns]",365,560,"[2, 20, 76, 89, 144, 166, 357]","[10, 82, 151, 177, 353, 363]","[40, 116, 195, 358, 422, 518]","[49, 132, 353, 442]",177.4499969482422,145.38499450683594,,{},,155.7100067138672,2026-01-06
MCHI,"['BREAKOUT_UP', 'NINE_DAY_HIGH', 'YEARLY_UP', 'YTD_UP']","                         Date       Open  ...   BB_upper   BB_lower
0   2024-07-24 13:30:00+00:00  41.750000  ...  41.470001  41.470001
1   2024-07-25 13:30:00+00:00  41.040001  ...  41.945393  40.474609
2   2024-07-26 13:30:00+00:00  40.980000  ...  41.745382  40.701286
3   2024-07-29 13:30:00+00:00  41.130001  ...  41.636349  40.763652
4   2024-07-30 13:30:00+00:00  40.880001  ...  41.671262  40.540739
..                        ...        ...  ...        ...        ...
360 2025-12-30 14:30:00+00:00  60.650002  ...  62.889782  59.350219
361 2025-12-31 14:30:00+00:00  60.299999  ...  62.758091  59.264910
362 2026-01-02 14:30:00+00:00  61.830002  ...  62.820630  59.238370
363 2026-01-05 14:30:00+00:00  61.959999  ...  62.955959  59.172041
364 2026-01-06 18:46:44+00:00  61.950001  ...  62.982715  59.156785

[365 rows x 14 columns]","                         Date       Open  ...   BB_upper   BB_lower
0   2025-12-24 14:30:00+00:00  60.610001  ...  60.705002  60.705002
1   2025-12-24 14:35:00+00:00  60.709999  ...  60.714146  60.685856
2   2025-12-24 14:40:00+00:00  60.665001  ...  60.733092  60.680843
3   2025-12-24 14:45:00+00:00  60.724998  ...  60.732095  60.670857
4   2025-12-24 14:50:00+00:00  60.695000  ...  60.728885  60.675478
..                        ...        ...  ...        ...        ...
559 2026-01-06 18:30:00+00:00  62.820000  ...  62.955475  62.841234
560 2026-01-06 18:35:00+00:00  62.810001  ...  62.966117  62.822093
561 2026-01-06 18:40:00+00:00  62.794998  ...  62.979102  62.795108
562 2026-01-06 18:45:00+00:00  62.770000  ...  62.986557  62.775153
563 2026-01-06 18:46:44+00:00  62.775002  ...  62.989382  62.759328

[564 rows x 14 columns]",365,564,"[52, 75, 96, 145, 299]","[60, 103, 177, 305]","[55, 114, 115, 116, 272]","[40, 348]",61.26499938964844,60.03499984741211,,"{'BREAKOUT_UP': {'sl': np.float64(61.8085697719029), 'tp': np.float64(64.70786503383091), 'entry': 62.775001525878906, 'desc': 'Breakout above 20-day high ($62.67). Entry: $62.78.'}}",,62.775001525878906,2026-01-06
META,"['INTRADAY_TOP', 'YTD_UP']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  472.309998  ...  461.269989  461.269989
1   2024-07-25 13:30:00+00:00  463.260010  ...  468.455694  446.224298
2   2024-07-26 13:30:00+00:00  464.200012  ...  472.575197  447.678140
3   2024-07-29 13:30:00+00:00  469.880005  ...  473.119226  449.925772
4   2024-07-30 13:30:00+00:00  467.000000  ...  472.009201  451.702798
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  658.690002  ...  675.540820  639.637183
361 2025-12-31 14:30:00+00:00  664.750000  ...  675.519893  640.957115
362 2026-01-02 14:30:00+00:00  662.729980  ...  674.179747  643.378261
363 2026-01-05 14:30:00+00:00  651.010010  ...  673.988356  643.295647
364 2026-01-06 18:46:53+00:00  659.799988  ...  671.703172  644.262832

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  662.869995  ...  665.700012  665.700012
1   2025-12-24 14:35:00+00:00  665.679993  ...  666.254321  664.539380
2   2025-12-24 14:40:00+00:00  665.118774  ...  665.980561  664.668568
3   2025-12-24 14:45:00+00:00  665.219482  ...  665.873464  664.798380
4   2025-12-24 14:50:00+00:00  665.414978  ...  666.668710  664.452774
..                        ...         ...  ...         ...         ...
559 2026-01-06 18:30:00+00:00  658.734985  ...  659.791065  653.271398
560 2026-01-06 18:35:00+00:00  658.539978  ...  660.074298  653.546814
561 2026-01-06 18:40:00+00:00  659.492371  ...  660.442928  653.691679
562 2026-01-06 18:45:00+00:00  659.979980  ...  660.813250  653.808558
563 2026-01-06 18:46:54+00:00  660.320007  ...  661.171081  653.957697

[564 rows x 14 columns]",365,564,"[16, 141, 167, 202, 220, 233, 263, 318]","[119, 175, 185, 209, 227, 254, 334]","[41, 108, 204, 360, 397, 415, 442, 465, 488, 524, 563]","[57, 129, 158, 282, 376, 406, 431, 478, 515, 535]",671.6099853515625,644.0800170898438,,{},,660.239990234375,2026-01-06
MSFT,['YTD_UP'],"                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  440.450012  ...  428.899994  428.899994
1   2024-07-25 13:30:00+00:00  428.799988  ...  438.499236  408.800751
2   2024-07-26 13:30:00+00:00  418.200012  ...  434.855318  413.524666
3   2024-07-29 13:30:00+00:00  431.579987  ...  433.896076  415.753918
4   2024-07-30 13:30:00+00:00  427.720001  ...  432.482441  416.405559
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  485.929993  ...  494.260587  473.203417
361 2025-12-31 14:30:00+00:00  487.839996  ...  493.520136  473.305868
362 2026-01-02 14:30:00+00:00  484.390015  ...  494.045701  472.301303
363 2026-01-05 14:30:00+00:00  474.059998  ...  494.556323  470.991681
364 2026-01-06 18:47:06+00:00  473.720001  ...  494.594979  470.210026

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  485.799988  ...  485.339996  485.339996
1   2025-12-24 14:35:00+00:00  485.339996  ...  486.029144  485.010865
2   2025-12-24 14:40:00+00:00  485.722595  ...  486.487194  484.946136
3   2025-12-24 14:45:00+00:00  486.190002  ...  486.461361  485.101139
4   2025-12-24 14:50:00+00:00  486.049988  ...  486.754471  485.075534
..                        ...         ...  ...         ...         ...
558 2026-01-06 18:30:00+00:00  474.049988  ...  476.747873  470.921365
559 2026-01-06 18:35:00+00:00  474.440002  ...  476.675244  471.355533
560 2026-01-06 18:40:00+00:00  474.839996  ...  476.585566  471.835210
561 2026-01-06 18:45:00+00:00  475.230011  ...  476.611870  472.201405
562 2026-01-06 18:47:06+00:00  475.730011  ...  476.568327  472.613948

[563 rows x 14 columns]",365,563,"[128, 178, 317]","[8, 31, 119, 177, 185, 335]",[],"[376, 539]",,471.1896057128906,,{},,475.7300109863281,2026-01-06
NG=F,"['BREAKOUT_DOWN', 'DAILY_BOTTOM', 'MONTHLY_DOWN', 'NINE_DAY_LOW', 'RECENT_WEEKLY_BOTTOM', 'YTD_DOWN']","                         Date   Open   High  ...    BB_std  BB_upper  BB_lower
0   2024-10-28 04:00:00+00:00  2.505  2.516  ...  0.000000  2.309000  2.309000
1   2024-10-29 04:00:00+00:00  2.259  2.391  ...  0.026163  2.379826  2.275174
2   2024-10-30 04:00:00+00:00  2.905  2.919  ...  0.299351  3.098702  1.901298
3   2024-10-31 04:00:00+00:00  2.813  2.830  ...  0.265430  3.082609  2.020891
4   2024-11-01 04:00:00+00:00  2.702  2.724  ...  0.235191  3.044383  2.103617
..                        ...    ...    ...  ...       ...       ...       ...
295 2025-12-30 05:00:00+00:00  3.947  4.176  ...  0.439549  5.282399  3.524201
296 2025-12-31 05:00:00+00:00  3.976  3.983  ...  0.454689  5.254978  3.436222
297 2026-01-02 05:00:00+00:00  3.679  3.703  ...  0.455433  5.187617  3.365883
298 2026-01-05 05:00:00+00:00  3.507  3.530  ...  0.445583  5.090916  3.308584
299 2026-01-06 18:33:08+00:00  3.492  3.502  ...  0.402055  4.908560  3.300340

[300 rows x 14 columns]","                          Date   Open   High  ...    BB_std  BB_upper  BB_lower
0    2025-12-28 23:10:00+00:00  3.969  3.970  ...  0.000000  3.969000  3.969000
1    2025-12-28 23:15:00+00:00  3.970  3.970  ...  0.004950  3.975400  3.955600
2    2025-12-28 23:20:00+00:00  3.961  3.967  ...  0.003512  3.972691  3.958643
3    2025-12-28 23:25:00+00:00  3.966  3.968  ...  0.002887  3.971274  3.959726
4    2025-12-28 23:30:00+00:00  3.963  3.964  ...  0.002739  3.970477  3.959523
...                        ...    ...    ...  ...       ...       ...       ...
1534 2026-01-06 18:15:00+00:00  3.376  3.390  ...  0.007848  3.411996  3.380604
1535 2026-01-06 18:20:00+00:00  3.388  3.390  ...  0.008422  3.412745  3.379055
1536 2026-01-06 18:25:00+00:00  3.380  3.386  ...  0.009087  3.412773  3.376427
1537 2026-01-06 18:30:00+00:00  3.378  3.385  ...  0.009155  3.411960  3.375340
1538 2026-01-06 18:33:08+00:00  3.383  3.383  ...  0.009172  3.410995  3.374305

[1539 rows x 14 columns]",300,1539,"[2, 21, 40, 55, 77, 90, 108, 133, 160, 181, 237, 264, 279, 294]","[0, 25, 46, 65, 84, 101, 122, 139, 156, 165, 174, 207, 226, 244, 286, 299]",[1016],"[425, 1029]",3.6459999084472656,3.424999952316284,,"{'DAILY_BOTTOM': {'sl': np.float64(3.01785717691694), 'tp': np.float64(4.1132853371756415), 'entry': 3.382999897003174, 'desc': 'Daily bottom confirmed near $3.34. Entry (long): $3.38.'}, 'BREAKOUT_DOWN': {'sl': np.float64(3.8431428841182163), 'tp': np.float64(2.462713922773089), 'entry': 3.382999897003174, 'desc': 'Breakdown below 20-day low ($3.52). Entry: $3.38.'}}",,3.382999897003174,2026-01-06
NVDA,"['HALFYEARLY_UP', 'YEARLY_UP', 'YTD_DOWN']","                         Date        Open  ...    BB_upper    BB_lower
0   2024-07-24 13:30:00+00:00  119.169998  ...  114.250000  114.250000
1   2024-07-25 13:30:00+00:00  113.040001  ...  116.051002  110.478997
2   2024-07-26 13:30:00+00:00  116.190002  ...  115.180838  111.212493
3   2024-07-29 13:30:00+00:00  113.690002  ...  115.076667  110.513330
4   2024-07-30 13:30:00+00:00  111.519997  ...  119.327286  102.636712
..                        ...         ...  ...         ...         ...
360 2025-12-30 14:30:00+00:00  188.240005  ...  193.088129  171.408873
361 2025-12-31 14:30:00+00:00  189.570007  ...  193.496162  171.504839
362 2026-01-02 14:30:00+00:00  189.839996  ...  194.219887  171.707115
363 2026-01-05 14:30:00+00:00  191.759995  ...  194.690974  171.710027
364 2026-01-06 18:46:29+00:00  190.429993  ...  195.188546  171.792954

[365 rows x 14 columns]","                         Date        Open  ...    BB_upper    BB_lower
0   2025-12-24 14:30:00+00:00  188.000107  ...  188.489899  188.489899
1   2025-12-24 14:35:00+00:00  188.479996  ...  188.622366  188.212534
2   2025-12-24 14:40:00+00:00  188.345001  ...  189.039430  187.300505
3   2025-12-24 14:45:00+00:00  187.670303  ...  188.867109  187.317843
4   2025-12-24 14:50:00+00:00  187.850098  ...  188.757545  187.300176
..                        ...         ...  ...         ...         ...
557 2026-01-06 18:25:00+00:00  188.425003  ...  189.625603  188.137468
558 2026-01-06 18:30:00+00:00  188.179993  ...  189.611956  188.013114
559 2026-01-06 18:40:00+00:00  188.050003  ...  189.550941  187.946628
560 2026-01-06 18:45:00+00:00  188.133301  ...  189.563805  187.867754
561 2026-01-06 18:46:30+00:00  188.220001  ...  189.551878  187.810682

[562 rows x 14 columns]",365,562,"[5, 18, 114, 125, 144, 178, 318, 358]","[10, 31, 119, 132, 156, 175, 185, 352]","[0, 45, 98, 198, 223, 277, 327, 358, 433, 452, 483, 516, 546]","[10, 75, 128, 176, 209, 267, 276, 354, 372, 421, 494, 531, 558]",192.97500610351562,186.3199005126953,,{},,188.21499633789062,2026-01-06
